1,7,1757.40,147.20,52.00,170.40,1,-1,-1,-1
1,6,1189.30,0.00,50.90,73.80,1,-1,-1,-1
1,5,1648.40,445.70,115.20,260.10,1,-1,-1,-1
1,4,936.00,10.90,46.90,141.20,1,-1,-1,-1
1,3,170.90,626.90,67.50,152.70,1,-1,-1,-1
1,2,342.80,276.50,101.60,203.40,1,-1,-1,-1
1,1,253.30,435.50,95.80,217.20,1,-1,-1,-1
2,8,1257.00,0.30,40.40,78.00,1,-1,-1,-1
2,7,1757.48,147.38,51.85,170.24,1,-1,-1,-1
2,6,1190.98,0.27,49.33,72.26,1,-1,-1,-1
2,5,1647.63,440.71,113.34,263.48,1,-1,-1,-1
2,4,935.57,7.81,47.77,144.28,1,-1,-1,-1
2,3,150.73,626.92,65.65,147.27,1,-1,-1,-1
2,2,343.29,279.35,77.83,187.69,1,-1,-1,-1
2,1,256.79,436.85,88.32,213.10,1,-1,-1,-1
3,8,1256.93,0.24,40.54,78.02,1,-1,-1,-1
3,6,1189.98,0.04,50.59,73.03,1,-1,-1,-1
3,3,135.93,627.20,66.88,145.34,1,-1,-1,-1
3,2,352.86,275.36,87.46,194.82,1,-1,-1,-1
3,1,256.45,438.82,86.90,211.81,1,-1,-1,-1
4,6,1193.53,0.69,48.07,71.57,1,-1,-1,-1
4,3,125.85,628.66,69.22,149.77,1,-1,-1,-1
4,2,357.32,261.40,90.71,204.69,1,-1,-1,-1
4,1,263.17,445.95,80.89,201.19,1,-1,-1,-1
5,8,1257.29,-0.56,40.62,76.62,1,-1,-1,-1
5,6,1196.09,0.77,46.93,71.05,1,-1,-1,-1
5,3,114.97,629.34,70.43,151.60,1,-1,-1,-1
5,2,363.52,257.03,88.48,201.22,1,-1,-1,-1
5,1,266.13,443.31,78.70,199.20,1,-1,-1,-1
6,8,1257.69,-0.64,41.70,77.18,1,-1,-1,-1
6,7,1757.36,145.39,51.95,171.96,1,-1,-1,-1
6,6,1198.55,1.43,45.62,70.07,1,-1,-1,-1
6,5,1651.50,433.07,122.46,270.45,1,-1,-1,-1
6,3,92.11,629.89,73.07,154.38,1,-1,-1,-1
6,2,374.99,255.22,82.76,196.12,1,-1,-1,-1
6,1,268.68,431.01,78.84,200.20,1,-1,-1,-1
7,8,1257.89,-0.89,42.97,77.49,1,-1,-1,-1
7,7,1757.76,145.16,52.44,172.52,1,-1,-1,-1
7,6,1200.80,1.63,44.41,69.22,1,-1,-1,-1
7,5,1650.72,431.21,122.64,269.60,1,-1,-1,-1
7,2,381.87,252.94,81.86,195.36,1,-1,-1,-1
7,1,271.65,423.25,79.68,203.26,1,-1,-1,-1
8,8,1257.46,-1.55,43.26,75.49,1,-1,-1,-1
8,7,1757.64,144.84,53.00,172.59,1,-1,-1,-1
8,6,1201.99,1.79,43.52,68.39,1,-1,-1,-1
8,5,1649.65,429.64,122.94,268.62,1,-1,-1,-1
8,2,390.33,253.55,80.12,192.40,1,-1,-1,-1
8,1,273.76,420.21,79.54,205.05,1,-1,-1,-1
9,8,1257.50,-1.59,43.42,73.83,1,-1,-1,-1
9,7,1757.32,144.59,53.13,172.49,1,-1,-1,-1
9,6,1203.96,1.99,41.56,67.13,1,-1,-1,-1
9,5,1649.38,428.82,122.85,266.57,1,-1,-1,-1
9,2,397.56,253.54,79.93,192.49,1,-1,-1,-1
9,1,274.57,417.69,79.66,207.40,1,-1,-1,-1
10,11,915.77,2.93,58.20,162.30,1,-1,-1,-1
10,8,1257.00,-0.33,41.40,72.43,1,-1,-1,-1
10,7,1757.14,144.52,53.14,172.37,1,-1,-1,-1
10,6,1207.14,2.16,38.64,64.85,1,-1,-1,-1
10,5,1649.52,423.06,123.09,262.23,1,-1,-1,-1
10,2,406.55,251.11,81.19,191.45,1,-1,-1,-1
10,1,277.60,415.34,79.14,209.33,1,-1,-1,-1
11,14,65.53,550.76,160.65,255.11,1,-1,-1,-1
11,13,1247.51,639.04,122.62,163.07,1,-1,-1,-1
11,11,914.57,5.34,58.35,159.70,1,-1,-1,-1
11,9,1100.10,1.14,35.05,68.12,1,-1,-1,-1
11,8,1258.04,-0.66,39.41,69.84,1,-1,-1,-1
11,7,1757.08,144.33,53.01,172.12,1,-1,-1,-1
11,6,1209.13,2.15,36.90,63.36,1,-1,-1,-1
11,5,1648.87,420.53,123.04,260.33,1,-1,-1,-1
11,2,413.19,251.84,82.14,192.93,1,-1,-1,-1
11,1,279.02,412.93,79.12,211.86,1,-1,-1,-1
12,14,58.35,550.40,167.03,256.16,1,-1,-1,-1
12,13,1247.47,639.04,122.78,163.22,1,-1,-1,-1
12,11,913.46,4.35,59.17,159.81,1,-1,-1,-1
12,9,1098.41,0.82,36.14,68.16,1,-1,-1,-1
12,8,1259.02,-0.16,37.95,68.34,1,-1,-1,-1
12,7,1757.10,144.03,52.86,172.11,1,-1,-1,-1
12,6,1211.06,2.20,35.24,62.81,1,-1,-1,-1
12,5,1650.08,419.28,122.81,258.24,1,-1,-1,-1
12,2,418.18,251.73,83.60,194.75,1,-1,-1,-1
12,1,281.82,410.79,79.09,213.65,1,-1,-1,-1
13,13,1247.38,639.10,122.76,163.31,1,-1,-1,-1
13,11,912.32,4.38,60.10,160.47,1,-1,-1,-1
13,9,1096.14,-0.04,37.33,68.87,1,-1,-1,-1
13,8,1260.59,0.39,36.46,67.39,1,-1,-1,-1
13,7,1757.17,143.93,52.81,172.16,1,-1,-1,-1
13,6,1212.81,2.29,34.11,62.61,1,-1,-1,-1
13,5,1650.13,417.79,123.29,258.12,1,-1,-1,-1
13,2,422.55,251.51,84.22,195.99,1,-1,-1,-1
13,1,283.84,408.83,80.35,216.00,1,-1,-1,-1
14,13,1247.36,639.06,122.80,163.46,1,-1,-1,-1
14,9,1098.12,0.44,34.22,67.75,1,-1,-1,-1
14,8,1261.38,0.27,36.22,66.59,1,-1,-1,-1
14,7,1756.86,143.71,53.00,172.30,1,-1,-1,-1
14,6,1215.67,1.99,33.89,62.69,1,-1,-1,-1
14,5,1652.22,415.61,122.41,257.94,1,-1,-1,-1
14,2,430.17,245.36,83.94,193.62,1,-1,-1,-1
