3,1,251.00,435.00,95.00,216.00,-1,-1,-1,-1
3,2,345.00,274.00,97.00,196.00,-1,-1,-1,-1
3,3,139.00,628.00,64.00,143.00,-1,-1,-1,-1
3,6,1189.00,0.00,51.00,72.00,-1,-1,-1,-1
4,1,257.00,442.00,90.00,206.00,-1,-1,-1,-1
4,2,349.00,259.00,103.00,209.00,-1,-1,-1,-1
4,3,128.00,628.00,66.00,149.00,-1,-1,-1,-1
4,6,1192.00,0.00,50.00,72.00,-1,-1,-1,-1
4,8,1256.00,0.00,41.00,76.00,-1,-1,-1,-1
5,1,260.00,439.00,89.00,206.00,-1,-1,-1,-1
5,2,356.00,256.00,100.00,203.00,-1,-1,-1,-1
5,3,117.00,629.00,67.00,151.00,-1,-1,-1,-1
5,6,1193.00,0.00,50.00,72.00,-1,-1,-1,-1
5,8,1257.00,0.00,39.00,75.00,-1,-1,-1,-1
6,1,262.00,427.00,89.00,207.00,-1,-1,-1,-1
6,2,366.00,252.00,98.00,201.00,-1,-1,-1,-1
6,3,95.00,630.00,68.00,152.00,-1,-1,-1,-1
6,6,1196.00,0.00,49.00,71.00,-1,-1,-1,-1
6,8,1257.00,0.00,40.00,75.00,-1,-1,-1,-1
6,9,1650.00,434.00,122.00,266.00,-1,-1,-1,-1
6,10,1756.00,144.00,53.00,173.00,-1,-1,-1,-1
7,1,266.00,419.00,90.00,210.00,-1,-1,-1,-1
7,2,373.00,250.00,96.00,200.00,-1,-1,-1,-1
7,3,83.00,630.00,68.00,154.00,-1,-1,-1,-1
7,6,1198.00,0.00,48.00,71.00,-1,-1,-1,-1
7,8,1258.00,0.00,40.00,75.00,-1,-1,-1,-1
7,9,1650.00,432.00,122.00,265.00,-1,-1,-1,-1
7,10,1757.00,144.00,52.00,173.00,-1,-1,-1,-1
8,1,267.00,416.00,91.00,212.00,-1,-1,-1,-1
8,2,382.00,252.00,93.00,195.00,-1,-1,-1,-1
8,6,1199.00,0.00,47.00,70.00,-1,-1,-1,-1
8,8,1259.00,0.00,38.00,71.00,-1,-1,-1,-1
8,9,1649.00,430.00,121.00,265.00,-1,-1,-1,-1
8,10,1757.00,145.00,53.00,171.00,-1,-1,-1,-1
9,1,268.00,413.00,90.00,215.00,-1,-1,-1,-1
9,2,390.00,251.00,92.00,196.00,-1,-1,-1,-1
9,6,1201.00,0.00,46.00,69.00,-1,-1,-1,-1
9,8,1259.00,0.00,38.00,70.00,-1,-1,-1,-1
9,9,1650.00,431.00,120.00,261.00,-1,-1,-1,-1
9,10,1757.00,144.00,52.00,171.00,-1,-1,-1,-1
10,1,271.00,411.00,90.00,216.00,-1,-1,-1,-1
10,2,401.00,250.00,90.00,193.00,-1,-1,-1,-1
10,3,39.00,633.00,70.00,157.00,-1,-1,-1,-1
10,6,1204.00,1.00,43.00,66.00,-1,-1,-1,-1
10,8,1257.00,0.00,39.00,71.00,-1,-1,-1,-1
10,9,1651.00,426.00,117.00,254.00,-1,-1,-1,-1
10,10,1757.00,144.00,52.00,171.00,-1,-1,-1,-1
10,16,94.00,556.00,122.00,238.00,-1,-1,-1,-1
10,17,916.00,3.00,57.00,160.00,-1,-1,-1,-1
10,18,1246.00,638.00,123.00,163.00,-1,-1,-1,-1
11,1,272.00,408.00,91.00,219.00,-1,-1,-1,-1
11,2,408.00,250.00,91.00,195.00,-1,-1,-1,-1
11,3,26.00,634.00,71.00,158.00,-1,-1,-1,-1
11,6,1205.00,0.00,43.00,65.00,-1,-1,-1,-1
11,8,1258.00,0.00,37.00,67.00,-1,-1,-1,-1
11,9,1650.00,423.00,118.00,254.00,-1,-1,-1,-1
11,10,1756.00,144.00,53.00,171.00,-1,-1,-1,-1
11,16,84.00,558.00,124.00,239.00,-1,-1,-1,-1
11,17,916.00,7.00,55.00,155.00,-1,-1,-1,-1
11,18,1246.00,638.00,123.00,163.00,-1,-1,-1,-1
11,19,1102.00,0.00,30.00,67.00,-1,-1,-1,-1
12,1,275.00,407.00,90.00,220.00,-1,-1,-1,-1
12,2,413.00,249.00,92.00,198.00,-1,-1,-1,-1
12,3,10.00,632.00,77.00,168.00,-1,-1,-1,-1
12,6,1207.00,0.00,42.00,66.00,-1,-1,-1,-1
12,8,1259.00,0.00,36.00,67.00,-1,-1,-1,-1
12,9,1651.00,421.00,117.00,253.00,-1,-1,-1,-1
12,10,1756.00,144.00,53.00,171.00,-1,-1,-1,-1
12,16,78.00,556.00,127.00,242.00,-1,-1,-1,-1
12,17,914.00,5.00,56.00,156.00,-1,-1,-1,-1
12,18,1246.00,638.00,123.00,163.00,-1,-1,-1,-1
12,19,1101.00,0.00,30.00,67.00,-1,-1,-1,-1
13,1,278.00,405.00,90.00,221.00,-1,-1,-1,-1
13,2,418.00,249.00,92.00,199.00,-1,-1,-1,-1
13,3,0.00,632.00,74.00,171.00,-1,-1,-1,-1
13,6,1208.00,0.00,41.00,66.00,-1,-1,-1,-1
13,8,1260.00,0.00,36.00,67.00,-1,-1,-1,-1
13,9,1651.00,418.00,119.00,255.00,-1,-1,-1,-1
13,10,1756.00,143.00,53.00,172.00,-1,-1,-1,-1
13,16,72.00,557.00,128.00,243.00,-1,-1,-1,-1
13,17,913.00,5.00,57.00,157.00,-1,-1,-1,-1
13,18,1246.00,638.00,123.00,163.00,-1,-1,-1,-1
